Iteration,Walker,Theta_0,Theta_1,Theta_2,Theta_3,Theta_4,Theta_5,Theta_6,Theta_7,Theta_8,Outer Cost
1,12,-4.7985281201594105,-6.8791476150754765,-4.291279009239234,-6.012304101782731,-5.673536180418796,-8.084159792910965,-6.069387694986981,-6.321628240868277,-8.840613767089263,469.10698353444286
1,13,-6.98685923386931,-4.767054197765192,-1.7489774028559895,-4.0905925412389,-6.702721090628936,-5.418890276139148,-5.828853111192902,-6.723989702765943,-0.6401317062959593,3921.961018097926
1,14,-7.26236180937191,-4.810329670712284,-6.5248488382962595,-6.253987121831283,-7.50948701265475,-7.729778655374775,-3.319529592888688,-6.521260430161639,-1.6510237434910002,809.3174233688973
1,15,-7.567436733524601,-4.696231004567894,-4.243278666047747,-3.2294267508758616,-5.302283718666343,-9.834564811614264,-5.370746699835081,-9.693621741379467,-5.551960479271135,463.07572596211503
1,16,-6.393316411962623,-6.981963894642312,-5.477868214862677,-4.812668968230453,-4.945762221455914,-6.075585361793233,-4.631299121283946,-5.113301194779433,-2.5834404193887286,447.1025370430798
1,17,-4.087380078297266,-2.99532168150826,-3.5242749975364838,-7.3738168244000635,-2.7845365108826625,-8.599737430667748,-4.18049143978551,-5.3848246273254725,-2.1492288175295773,521.9722229218066
1,18,-4.65322809902559,-5.905695373141486,-4.52568806066041,-3.3949426867957486,-6.488746974875582,-2.1135789918918535,-5.1996173805786965,-6.284170348521131,-5.363872431174594,461.94682325097494
1,19,-6.449077868032269,-2.917270263316747,-2.9867193224387174,-6.139409890166393,-9.811612210836266,-9.147797678555538,-3.875545531107174,-5.054642049742229,-2.752271869482768,438.1419500300862
1,20,-6.073096198582048,-6.9234081379559544,-6.697391852645599,-2.8801358274778015,-6.537065176153451,-6.305222056441046,-6.225825346653679,-7.514005764349521,0.5416903411554217,27647.178827454474
1,21,-3.245302566309097,-6.948923520611069,-9.205567424580265,-6.205620013913064,-4.840156669814176,-5.105784830169262,-6.1396237172070185,-3.9511569218142357,-3.4411320451276657,433.97093583464897
1,22,-6.9986380437073965,-6.34798204577874,-5.0547365405223035,-6.747706585960725,-5.6079542460476395,-7.957344576829334,-1.758299998323953,-6.558417400720361,0.5350557943979903,29138.804626656212
1,23,-2.9920082175832436,-7.280815073669437,-7.297003179785244,-5.360305054435513,-3.25838423443077,-8.072820501047909,-6.112540089194247,-9.111897308032772,-5.276629760508676,461.11624625735215
1,24,-7.634688860836418,-2.7941164164494774,-5.247197726260881,-4.101289899974938,-6.4856521160726714,-8.946808231111705,-6.302000617719087,-6.239882957313603,-5.790108165264259,464.2433776905626
2,0,-6.010703076345026,-7.48654768940694,-4.783652789208249,-6.6434102145731195,-6.187880463628488,-8.378939044488378,-4.295616185092714,-4.188793112378704,-4.181222990928333,447.7630224654936
2,1,-1.7331544240936045,-5.104528194719914,-4.767716436903006,-7.526668559469593,-4.287880958952162,-4.550664575001432,-3.479529343111843,-3.860694656753364,-2.8837125095893166,431.13031485267754
2,2,-4.439308717318284,-5.6572549510682295,-9.699015978252337,-6.066625578251837,-4.112828420134222,-6.928374636089052,-5.1073018680254085,-4.66474143062628,-0.04444282577232839,11300.201782780063
2,3,-1.970062297410541,-5.335225267001715,-8.038141547152051,-4.911988404138411,-7.30537666924083,-6.018817323131811,-6.831295429008886,-4.048869165502925,-3.934594478508799,442.721430975046
2,4,-4.808280587601971,-4.795559466080112,-7.563254571476911,-4.572562319200888,-6.400405569612194,-4.398390212925224,-3.017525141129995,-5.586183925011214,-4.380256129233443,450.8900954635647
2,5,-4.9650943630202065,-5.5715018155532565,-3.336380668532675,-4.707287729485173,-3.594276185117062,-6.592075087293052,-2.942554678701267,-8.213361280953551,-2.3513890603114502,474.83860635585086
2,6,-6.2765563689571895,-7.5948982433813015,-7.869997740907758,-5.225664825640934,-5.800185022812735,-4.735705822803629,-5.775250323298682,-2.8988416925582934,-4.130921737005238,446.85548720531415
2,7,-6.941688486849145,-5.6958625523654804,-7.798841003016907,-7.524633884841836,-6.293340775692216,-6.623850307122607,-3.2795826522799687,-5.237790270462842,-5.054266192792564,459.205945234034
2,8,-6.383726302173509,-5.575878225346762,-4.3010876209023134,-2.5636500171741843,-6.204502155701786,-6.780131075951654,-5.481050097450773,-5.6075774413107,-5.089996944917615,459.7418178444429
2,9,-4.860797983937167,-5.3024477050599,-6.599662726048618,-5.719647508232387,-6.91920843137454,-6.05958580760959,-4.1310866819139695,-5.8477428689154785,-4.198544860659081,448.0163563726452
2,10,-6.40125226720432,-3.693080050437323,-6.535124875194397,-3.7411955374247055,-6.066866995603282,-8.031186741056352,-4.607062518007186,-6.221003391629276,-5.892954529461921,464.7813703500703
2,11,-4.260126522493496,-5.957133240365795,-7.681583674708064,-8.27784738927104,-2.0338659950087696,-8.357000803970346,-1.699611632695802,-7.671790644993688,-4.801052010655686,456.37164198183484
2,12,-7.159087409884054,-3.867685285496058,-4.423054325222889,-4.789132683489952,-7.307851675861843,-3.3159885750385505,-3.9056056054968917,-3.0153533925129365,-4.316962136070609,449.8769835787568
2,13,-4.755684822838987,-4.847065288921605,-7.076580764552836,-8.076061962724612,-4.860886246566861,-2.518576843974277,-5.650035681562821,-4.826490429313805,-2.709637034126814,435.2269506201416
2,14,-3.5689025094995754,-5.840698910466511,-5.474408131093192,-4.183330676306652,-7.508461433525696,-4.039519729701003,-2.137009706760155,-4.883927664254987,-4.794765927792155,456.345871581847
2,15,-5.893439249516312,-4.73573210845285,-9.287231879548807,-6.618288930526953,-8.10214806549741,-7.650331894774342,-4.999061774530752,-2.5052130752478043,-1.940959085697027,602.674941581163
2,16,-6.084256670568824,-5.316840863257396,-0.8771850318041974,-3.2332715212135525,-3.1976715320090987,-4.513203121514332,-5.889752533542809,-4.542262841609034,-2.307666505709748,477.90289111103516
2,17,-5.677344280740578,-4.597215013244872,-9.852776137342381,-6.8337642225990765,-6.62998854260724,-2.600548569300011,-5.553144749354505,-6.354503950456675,-4.204471502142874,448.1662747892845
2,18,-8.451509067246317,-5.857839184029572,-3.8806721002619406,-4.3659927385789095,-7.344005694234313,-6.629420987029706,-4.12595671575229,-7.216110969773907,-5.005103073605498,458.8161869062137
2,19,-5.442785205948282,-6.670647450484051,-9.38636959325244,-3.837424810624431,-5.392761300371553,-5.008682921833147,-6.260731205017182,-6.882409040962777,-2.9166292031614365,432.1852502189697
2,20,-4.917222794506964,-3.417162810481904,-4.965223464584604,-6.355355236412841,-1.431969129937987,-9.666299414858099,-3.5965247513860468,-5.050366596662624,-5.461663458652324,462.48944048404854
2,21,-8.240347436456535,-6.6078421568002295,-7.958436087351613,-5.885060699120597,-6.8896560882411615,-5.468392833539798,-4.557708881941954,-4.391016689764294,-3.4061094117056334,433.6929210232387
2,22,-5.679837389605974,-5.283484351490028,-5.201884929905378,-3.3488439383998156,-4.0756880502479795,-8.785819889340715,-5.471926646364576,-2.9112802539810763,-6.08901629271275,465.60170435420605
2,23,-5.600328846743172,-3.346187677383381,-7.435756487506314,-8.017395991548884,-3.970058094518622,-4.595379660347786,-7.397551394833938,-2.7715141955471436,-3.028469476929494,430.5508729538511
2,24,-6.674080639319418,-4.36627216346693,-5.807384274311061,-3.571590605668059,-2.229770141796298,-8.207151487824367,-2.829746529518793,-6.30590450462557,-5.440602015686591,462.33776903178693
2,25,-4.5131855724552885,-2.0727117287922336,-4.81654156253748,-5.469004458818301,-5.697542576252907,-5.069915301048097,-2.732997835924033,-3.0641529738921323,-2.040114458210516,578.0665291523384
2,26,-7.0795379228656685,-5.737175767186133,-4.680556824251411,-3.5737091893223023,-5.881559098128997,-6.822547075367152,-2.7134900530467894,-7.651925174269786,-3.6939062863290157,438.6776489801965
2,27,-5.8488752222325395,-5.298318348494488,-9.335702237444563,-5.725182700397441,-3.9794434697142744,-4.937816851773741,-2.3984315504194056,-6.361288478986605,-2.1893259368772475,510.305822633526
2,28,-6.763732755272414,-3.9233231052734614,-7.86002971524488,-4.729721421116421,-3.7375283978331915,-8.09940278319055,-5.748413578491203,-7.152442256870755,-4.711762661455463,455.5523280757602
3,0,-4.877418977809702,-5.355207276722643,-5.5324419855105305,-8.397453782439236,-5.260520052061463,-2.985905871816745,-3.618672944562639,-6.2138943048898385,-1.729291727148967,717.4688898040706
3,1,-7.795925995316718,-6.08251200690158,-7.782495234849245,-6.238692338027937,-7.632918945922803,-6.897034588244359,-5.02294908699997,-3.9206911012955747,-5.027374386817304,458.99831613773046
3,2,-3.982760432479174,-4.8748719411383945,-5.301836233871652,-6.442136342044625,-1.7045496416278079,-2.713559311877762,-4.1345618842722445,-4.7742878725806905,-3.1675985772600255,429.05114714507283
3,3,-4.529159462934966,-7.045181814543307,-8.720055767118886,-6.801344412288099,-5.917984064586099,-4.965752807611937,-5.628499477113552,-6.608575297889076,-3.3584810972760533,432.9646560298496
3,4,-2.3260593417017574,-2.8540382751600957,-3.7647400598397907,-5.762320294999686,-7.0412030883141625,-5.910107731667847,-2.062159043653481,-3.1657450642970817,-1.8572999223456828,667.4762036378015
3,5,-8.242397560319992,-4.905174942979424,-9.273374882726912,-8.95376281199439,-3.5807055262196963,-5.542672830616111,-6.484765274852716,-7.3236281544463,-4.317926312643162,450.04546963571823
3,6,-5.6886206622893685,-5.871208583383914,-7.0788302674336245,-6.708359666042959,-7.987530032700118,-6.957947649413692,-2.397328041854197,-7.442238204444793,-3.4121345510135836,433.4953444981302
3,7,-6.776436476774126,-5.477587931308804,-7.113133661598195,-6.623082449837533,-4.676283084437067,-6.662080524320176,-5.484564751044941,-4.175551314230005,-2.7916502122656937,435.428191963202
3,8,-5.280179300470445,-7.004516019794243,-6.746932022172492,-6.862311700986412,-7.035232808375493,-7.040959161402391,-2.938377603234173,-3.8652562219142013,-2.079961579165813,544.7523464861752
3,9,-9.79189715530514,-7.247328573484237,-4.187122885514734,-4.398040738973065,-6.573365368545992,-5.042758138671234,-5.452494390505301,-7.850107430271125,-3.189283140618942,431.3498735684287
3,10,-2.8952821788274807,-6.612328045729466,-8.991166808908748,-3.3956245260376097,-6.521276892129876,-4.099177031838872,-7.239369619905212,-4.584355260238717,-3.5939746686825496,436.6913316328292
3,11,-7.0782935536993214,-5.70750446065358,-8.029984507175818,-6.135166798706999,-5.37013060780611,-2.4332664269768003,-5.2149658382391015,-3.022171472553548,-4.868694144077297,457.4499637177131
3,12,-5.235018294718703,-8.617544919117474,-6.275181188051492,-4.803233591957097,-9.11396474265595,-7.005739829309244,-2.4734620748897673,-9.210272159328255,-2.804641384172692,435.15307497176616
3,13,-6.100856719324848,-2.7313275441577627,-7.878741623649686,-6.223407238336268,-5.760716664564338,-7.625785298901693,-3.6824579875775143,-7.009102749868836,-5.388728140262427,461.79555606416267
3,14,-4.100255630412341,-3.82754510005166,-8.11894178957108,-5.710355009042799,-3.4491431519201097,-9.138629384380934,-4.1417765458392175,-6.101383414015549,1.356310051851203,67707.18309356211
3,15,-5.048875252187064,-6.693724234815663,-7.661159172753363,-10.72606682552994,-1.0516561315522903,-3.167845726351792,-6.2207038730583815,-7.001231427825446,0.8755787118044669,36643.6270398264
3,16,-5.432758547108177,-4.52741831544174,-4.265262058118009,-3.5467105369953704,-6.9107883355323425,-4.537323593071499,-2.8408265230381837,-2.8574720253970236,-3.577994284547301,436.25813007719944
3,17,-6.652748361121803,-5.399835452638729,-7.995681317101064,-5.903507147759277,-5.4171956733545805,-2.352399399497036,-3.09517917705576,-5.737234673602729,-4.271735752865211,449.2473645754782
3,18,-6.780122974874489,-7.218084979985138,-9.079464709549523,-8.593891495321405,-3.125708880434552,-9.39795608139795,-3.7175539221266622,-4.642150302251821,-4.744072488049437,455.9686520126399
3,19,-8.88861688475927,-5.7510312184432175,-7.325614583056091,-7.640681563276458,-7.055608172728336,-5.487819553918899,-5.802576485709154,-4.521873129357025,-3.8057764922779693,440.87906438004995
3,20,-6.897259996628508,-2.063120631973927,-5.154478834740953,-5.5940574926035085,-8.661636153768974,-5.275338702861872,-0.166138413883818,-4.977880884198591,-3.786683421117777,435.98612036519364
3,21,-5.71351176781147,-6.4585773235418165,-7.167332861257494,-8.501463299828963,-8.093628118038303,-5.495139811982453,-3.99806933971786,-7.495669099829598,-1.1339931407306865,1698.4068655830836
3,22,-3.7121122503420407,-7.993113103129078,-8.786678374330682,-4.097943710528695,-6.5861294184308825,-5.890351162351558,-5.889880586570519,-5.094074320740896,-4.693693225764749,455.3632088645367
4,0,-4.13462909281187,-6.299468680827206,-7.193411065369718,-5.5648391522471,-6.869483159283635,-3.1303770313648327,-8.086866458828307,-8.016821153798,-1.463550659646438,994.1520132714554
4,1,-4.088407040088093,-5.522669827151631,-7.756178674910139,-6.648954643360634,-6.28262903291755,-6.496440837279281,-3.011717780203674,-6.124957876499025,-3.2279727548358648,431.33658621938775
4,2,-5.072921350554248,-6.960532950266707,-5.599376769357424,-4.0737264981446275,-5.8974403654135585,-5.67395396416657,-4.022048943576055,-4.565328487121195,-2.3521985019151974,474.8256261932945
4,3,-5.147286026814706,-6.318399798300757,-8.113800167300393,-5.265214901547953,-5.885801030695185,-4.613144055888703,-4.5564378403948504,-7.942696382150496,-3.6134573303109723,437.20539863649486
4,4,-1.9231292594237734,-4.489463771499548,-6.6967273042047815,-8.806202205762732,-1.230494411622387,-3.2555151045168897,-5.440340739654027,-3.419005712121224,-1.438845935446743,950.854075299559
4,5,-4.97217115631731,-6.139577492167554,-7.806521093828136,-6.180388553352424,-6.471835315421972,-5.273543248768382,-6.098175638202449,-3.036836864646202,-4.339254683817065,450.3187174007254
4,6,-8.160596290921816,-4.394303383943943,-5.9120607990493435,-6.29541293407197,-7.249868404747362,-7.700745336337948,-0.4931225182283825,-7.235454205093707,-3.4355706129014774,431.5449406926757
4,7,-4.956335092979258,-4.900097030268565,-3.2106847446239555,-6.46354566192502,-6.035527393326862,-5.623358221989935,-2.9326527064381884,-7.82782780373189,-2.1448827313877468,523.8383666724724
4,8,-5.57624941059669,-5.308906542735385,-5.788275163265183,-5.3384779539435305,-5.5815677233035546,-7.351595371054879,-1.3394976351751442,-6.825252668904604,-4.180302148433673,446.96829341997386
4,9,-3.9038420147785016,-5.494076402136892,-6.806427112547676,-4.492291077753198,-7.678470917212415,-7.9453611817554375,-4.102872546190483,-4.380258064986144,-4.6271470682402,454.45916541245435
4,10,-5.400863608793851,-6.473584566119654,-4.4086112172983976,-5.593752622878614,-5.92866971048359,-5.923163336419232,-1.5121309669166614,-6.3261449263331215,-1.6245500869295681,850.6916689238917
4,11,-3.9484491685798093,-3.9136328914702716,-5.8596293395334005,-6.825417134167317,-5.885059867367043,-2.2163799764003684,-5.411949140925335,-3.2418920324999285,-0.31619625033544496,6525.958837943059
4,12,-3.9028309072480893,-6.691011885865311,-8.192975789329738,-4.044503616645031,-4.691211285842896,-3.7999178933107847,-6.588197440022984,-2.6501153511221736,-4.304537918423933,449.7440836294756
4,13,-8.539794419348807,-3.4502448486692487,-10.232886161278042,-5.506560699996511,-6.622538297376168,-4.394966110967119,-6.254227925678113,-2.367346438187011,-4.057676092783339,445.22217097361676
4,14,-4.103485212966796,-6.618120495905384,-6.715645888158547,-7.369501632670824,-3.523504529728511,-4.165618807800209,-6.188639704017596,-4.659190529101781,-5.351349052334217,461.71694734857965
4,15,-6.4230414557667,-5.0865355307230855,-4.049347175832996,-7.652726857575829,-8.93004084223376,-4.98455010661244,-1.3083987490842328,-6.08501842348983,-3.7444288724837564,438.6758120441631
4,16,-4.045525954553364,-5.1625339619289,-5.947654576706731,-8.024826985865756,-3.282837012413331,-5.794382323732215,-2.0993943227308014,-4.938947478427787,-3.102872533052917,430.16572248641285
4,17,-6.792062013387091,-7.682651846645305,-4.6424422548196045,-8.928308798595708,-3.253815631513154,-6.608808901734026,-1.9182303712785589,-4.801429947521785,-3.0819289161890637,430.23802967546857
4,18,-7.884368859375154,-5.089181793105884,-6.839323252036093,-6.053400489178191,-5.284494186058387,-3.935650941902724,-0.7102565856055638,-10.34349788588641,-3.2154649897505823,429.3184708178892
4,19,-6.957031419328166,-6.000434118697287,-6.041291223966026,-4.041557231599347,-7.536334265248382,-3.240603378707677,-1.587739279997448,-7.616065154135736,-4.894431424630407,457.3980861627156
4,20,-8.829818186066687,-7.1276311064578675,-6.404344169740607,-2.923089684880521,-7.66330562757957,-4.38758023402627,-5.1950730644787,-7.486590045256897,-4.285951102017852,449.744699223128
4,21,-8.53940334537602,-10.389016203416782,-6.738626670982541,-5.696252330668487,-4.733270992871239,-5.4325373918713735,-6.158473866713569,-6.561928000886829,-3.1975065034390058,431.33030744109124
4,22,-1.1140135060915606,-6.960478601429717,-5.998464714558168,-4.298544411687197,-7.8757948880256965,-7.650841042432508,-5.497826193772362,-6.2358400092063455,-3.980793060898724,442.8775035100419
4,23,-3.262276381103258,-3.876975897745642,-8.153128255617307,-6.004725451698432,-7.706872160653842,-5.136476298064446,-1.5496592084677245,-6.436985219617158,-1.7644263037523311,728.8038386031958
4,24,-5.991655364484038,-3.9214463297248754,-5.137099712172234,-9.419881131378922,-5.896190324705447,-3.7772982830104826,-6.013681382589211,-5.653025420688188,-4.7079870374654025,455.4927003558561
4,25,-5.0625160405034615,-3.160262388358541,-6.360403597971892,-4.938501183017143,-6.337984589326294,-4.05155932499833,-2.3848973201783252,-6.101100468837078,-4.377670150953726,450.5508143136426
4,26,-6.337648073836111,-8.788903685673668,-7.623993815519672,-4.614427634984485,-5.343769327258377,-3.367629867284542,-6.872843680482137,-6.29828776448649,-3.238941431539884,431.31273087909216
4,27,-6.404967857571494,-5.251045808575151,-8.393034204748904,-6.197950448402116,-6.81296179375788,-4.753946486389512,-4.502389184044452,-6.747653927269363,-3.7012843185451056,438.84377328880356
5,0,-3.3926364144512955,-7.630510554264059,-6.28484822236342,-7.338750493213491,-3.90183228283213,-6.29352342633207,-1.6343955280021303,-6.251190468492865,-2.569595385089162,448.66025745920695
5,1,-5.54871816011472,-5.204799486262559,-6.698425896054187,-7.873646853692311,-9.100476486645785,-4.2820165356273385,-2.975992828993644,-4.60462695375541,-4.1316408424424695,446.74098632648827
5,2,-5.9273547741932715,-8.54475183914275,-8.826189521216182,-8.224259155689005,-3.474005227588289,-6.334062971839124,-5.03359781023772,-3.631127913701279,-5.766011367091959,464.21099329228605
5,3,-6.566648086832985,-3.9529805142664065,-3.317056979420293,-6.5512562016135805,-4.471634172544404,-5.782207145308136,-3.0099827057249744,-8.009853327952056,-3.930499902453537,443.07111049833463
5,4,-7.652628449196396,-6.789542398770171,-7.802762832418201,-9.3008330845439,-2.4844642073609426,-5.0917697576691685,-3.636944089114609,-7.966289099973208,-2.9772110858861165,430.5360187165859
5,5,-6.575295663976154,-6.248376251382527,-4.544120578446934,-4.843625363481508,-7.047758479651062,-4.475722800600915,-5.531877609668221,-9.334727582809514,-3.5724392226167425,436.537681782183
5,6,-7.57623409473058,-4.791997744520163,-7.779762063377843,-8.952472781198598,-3.8242834721795402,-5.930960494023989,-4.001707069402045,-5.341084607339731,-3.718283489298214,439.11381405439215
5,7,-6.015673884508685,-5.119837739241206,-5.053935569081885,-6.589668046432053,-4.839625627947866,-6.076137889607925,-3.0166171045593986,-8.90013041511357,-5.717831466268794,463.9229450131604
5,8,-5.8825903822350405,-9.645986795328566,-4.088599037780682,-4.9438798838537865,-4.496957477536775,-7.384472707824222,-5.178784192741373,-6.239476716494828,-3.5019731194565353,435.34153894336805
5,9,-4.497683539572838,-4.1933705064934115,-7.585520769431907,-8.461527874189827,-1.4920236564550335,-3.2526307616160586,-2.530777005682128,-5.006541607907706,-2.478585994239472,447.7997529425781
5,10,-6.8529923018898184,-8.796052527429747,-8.137431412233756,-5.637378670955492,-4.59998058241913,-8.603077492913819,-4.306297801713794,-10.527133453377274,-2.079671793826609,543.1680197019894
5,11,-8.120406422218874,-2.0386351618888865,-4.696624931738203,-5.728922462680698,-8.462257108850068,-6.610413688466334,-1.1444221475656082,-6.888842486792075,-1.414895855896683,1238.9122160318439
5,12,-7.339444861042043,-8.103058014931703,-5.749595771469786,-5.568485503604302,-3.252318425536467,-4.195537356379165,-2.402980399983427,-5.956506537936141,-1.963904172690336,585.8210885562098
5,13,-6.67537531949507,-7.271338545241802,-6.5872582341200925,-4.925634800686054,-6.421762166454009,-5.835058985593951,-3.621732860854841,-9.33551526909893,-3.254484137674906,431.789691560937
5,14,-6.002422919486716,-4.68208028453457,-7.763154958418085,-3.6228496417856997,-7.42556593298305,-7.716141917477161,-4.742018898163992,-3.2909579361630037,-4.23468384094557,448.67841453262247
5,15,-9.140251982003267,-5.761780599496971,-6.417697450044379,-7.951934744531128,-8.034362919917465,-7.1702118464859455,-4.657631031137593,-8.852358083493458,-1.66468034559205,792.4039671381838
